Sub Category,Price,Discount,Rating,Title,Currency,Feature
Desktop Computers & PCs,$189.99 ,No Discount,Rated 4.6 out of 5 stars based on 28 reviews.,Apple Magic Keyboard with Touch ID and Numeric Keypad ,$,"Magic Keyboard is Available with Touch ID, Providing Fast, Easy, and Secure Authentication for Logins and Purchases   Features an Extended Layout, with Document Navigation Controls for Quick Scrolling and Full-Size Arrow Keys, which are Great for Gaming   The Numeric Keypad is also Ideal for Spreadsheets and Finance Applications   It’s Wireless and Features a Rechargeable Battery that will Power your Keyboard for about a Month or More Between Charges¹   It Pairs Automatically with your Mac, so you can Get to Work Right Away, and it Includes a Woven USB-C to Lightning Cable"
Desktop Computers & PCs,"$2,599.99 ",No Discount,Rated 3.2 out of 5 stars based on 8 reviews.,Skytech Azure2 Gaming Desktop - 12th Gen Intel Core i9-12900F - GeForce RTX 4080,$,"12th Gen Intel® Core™ i9-12900F (16-Core) Processor   NVIDIA® GeForce RTX™ 4080, 16GB   1TB PCle M.2 Solid State Drive   Skytech Gaming RGB Keyboard & Mouse"
Desktop Computers & PCs,$999.97 ,No Discount,Rated 4.6 out of 5 stars based on 200 reviews.,"iMac (4.5K Retina, 24-inch) - Apple M1 Chip 8-Core CPU, 8-Core GPU - 8GB Memory - 256GB SSD",$,Immersive 24-inch 4.5K Retina display with P3 wide color gamut and 500 nits of brightness¹   M1 chip delivers powerful performance with 8-core CPU and 8-core GPU   Strikingly thin 11.5 mm design in vibrant colors   1080p FaceTime HD camera with M1 image signal processor for amazing video quality   Studio-quality three-microphone array for crystal-clear calls and voice recordings
Desktop Computers & PCs,"$1,399.99 ",After $200 OFF,Rated 5 out of 5 stars based on 2 reviews.,Dell XPS Tower - 13th Gen Intel Core i7-13700 - GeForce RTX 4060 - Windows 11  ,$,"13th Gen Intel® Core i7-13700 (16-Core) Processor   NVIDIA® GeForce RTX™ 4060, 8GB   Killer™ Wi-Fi 6E AX1675 (2x2) Gig+ and Bluetooth® 5.3   1 Year Dell Onsite Service after Remote Diagnosis¹"
Desktop Computers & PCs,"$1,349.99 ",No Discount,Rated 4.1 out of 5 stars based on 8 reviews.,"Skytech Chronos Gaming Desktop - 12th Gen Intel Core i7-12700F -  ARC A770, White",$,"12th Gen Intel® Core™ i7-12700F (12-Core) Processor   Intel® Arc™ A770, 16GB   1TB PCIe M.2 Solid State Drive   Skytech Gaming RGB Keyboard & Mouse"
Desktop Computers & PCs,"$1,499.99 ",No Discount,Rated 3.5 out of 5 stars based on 4 reviews.,iBUYPOWER Slate Mesh Gaming Desktop - 13th Gen Intel Core i7-13700F - GeForce RTX 3060Ti - Windows 11,$,"13th Gen Intel® Core™ i7-13700F (16-Core) Processor   NVIDIA GeForce 3060Ti Graphics, 8GB   2TB Hard Drive + 1TB Solid State Drive   Cooling: 240MM Liquid Cooling   Gaming USB Keyboard + Gaming USB Mouse"
Desktop Computers & PCs,"$2,799.99 ",No Discount,Rated 4.7 out of 5 stars based on 9 reviews.,HP OMEN 45L Gaming Desktop - AMD Ryzen 9 7900X - GeForce RTX 4070 Ti,$,"AMD Ryzen™ 9 7900X (12-core) Processor   NVIDIA® GeForce RTX™ 4070 Ti, 12GB Graphics   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.3   3x DisplayPort   Liquid Cooling"
Desktop Computers & PCs,"$2,499.99 ",No Discount,Rated 4 out of 5 stars based on 92 reviews.,"CyberPowerPC Gamer Supreme Gaming Desktop - 13th Gen Intel Core i7-13700KF - GeForce RTX 4080, White",$,"Intel® Core i7-13700KF Processor   NVIDIA® GeForce RTX™ 4080, 16GB   2.0TB Hard Drive + 2.0TB Solid State Drive   USB 7 Colors RGB Gaming Keyboard & Mouse   Liquid Cooled"
Gaming Desktop Computer & PCs,$999.99 ,No Discount,Rated 4.5 out of 5 stars based on 99 reviews.,"CyberPowerPC Gamer Xtreme Gaming Desktop - 13th Gen Intel Core i5-13400F -  GeForce RTX 4060, Black",$,"Intel Core i5-13400F Processor   NVIDIA® GeForce RTX™ 4060, 8GB   2.0TB Solid State Drive   USB Gaming Keyboard & 7 Colors Gaming Mouse   32GB DDR5 Memory"
Gaming Desktop Computer & PCs,"$1,599.99 ",After $300 OFF,Rated 4.4 out of 5 stars based on 106 reviews.,MSI Aegis R Gaming Desktop - 13th Gen Intel Core i7-13700F -  GeForce RTX 4070 - Windows 11,$,"13th Gen Intel® Core i7-13700F Processor   NVIDIA® GeForce RTX™ 4070, 12GB   1TB Solid State Drive + 2TB Hard Drive   MSI Gaming Keyboard & Mouse   Liquid Cooling 240"
Gaming Desktop Computer & PCs,"$1,299.99 ",No Discount,Rated 4.3 out of 5 stars based on 7 reviews.,HP Victus Gaming Desktop – 13th Gen Intel Core i7-13700F GeForce RTX 4060 – Window 11 ,$,"13th Gen Intel® Core™ i7-13700F (16-core) Processor   NVIDIA® GeForce RTX™ 4060, 8GB Graphics   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.3   HyperX Alloy Core RGB Wired Keyboard and HyperX Pulsefire Core Wired Mouse   3x DisplayPort"
Gaming Desktop Computer & PCs,"$1,299.99 ",No Discount,Rated 4.3 out of 5 stars based on 53 reviews.,iBUYPOWER SlateMesh Gaming Desktop- 13th Gen Intel Core i7 - 13700F - GeForce RTX 4060 - Windows 11,$,"13th Gen Intel® Core™ i7-13700F (16-Core) Processor   NVIDIA® GeForce RTX™ 4060 Graphics, 8GB   2TB NVMe Solid State Drive   Gaming USB Keyboard + Gaming USB Mouse   Windows 11 Home"
Gaming Desktop Computer & PCs,"$1,449.99 ",No Discount,No Reviews,ASUS ROG Strix Gaming Desktop - 13th Gen Intel Core  i7-13700F - NVIDIA GeForce RTX 4060 - Windows 11 Home,$,13th Gen Intel® Core™ i7-13700F 2.1GHz (16-Core) Processor   NVIDIA® GeForce RTX™4060 DUAL 8GB GDDR6   Wi-Fi 6E(802.11ax) (Dual band) 1*1 + Bluetooth® 5.3   High Definition 7.1 Channel Audio
Gaming Desktop Computer & PCs,$899.99 ,No Discount,Rated 5 out of 5 stars based on 1 reviews.,Skytech Chronos Mini Gaming Desktop - 13th Gen Intel Core i5-13400F - GeForce RTX 4060,$,"13th Gen Intel® Core™ i5-13400F (10-Core) Processor   NVIDIA®   GeForce RTX™ 4060, 8GB   1TB NVMe™ M.2 Solid State Drive   Gaming Keyboard & Mouse"
Gaming Desktop Computer & PCs,"$2,499.99 ",After $400 OFF,Rated 4.5 out of 5 stars based on 13 reviews.,HP OMEN 45L Gaming Desktop - 13th Gen Intel Core i9-13900KF - GeForce RTX 4070 Ti - Windows 11,$,"13th Gen Intel® Core™ i9-13900KF (24-core) Processor   NVIDIA® GeForce RTX™ 4070 Ti, 12GB Graphics   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.3   Liquid Cooled   3x DisplayPort"
Gaming Desktop Computer & PCs,"$1,599.99 ",No Discount,Rated 4.5 out of 5 stars based on 33 reviews.,MSI Aegis R Gaming Desktop - 13th Gen Intel Core i7-13700F - GeForce RTX 4060Ti - Windows 11 ,$,"13th Gen Intel® Core™ i7-13700F (16-Core) Processor   NVIDIA® GeForce RTX™ 4060Ti Graphics, 16GB   Wi-Fi 6E Gig+ Bluetooth® 5.3   MSI Gaming KB + Mouse   Windows 11 Home"
Gaming Desktop Computer & PCs,"$2,899.99 ",No Discount,Rated 4.2 out of 5 stars based on 34 reviews.,iBUYPOWER Y40 Gaming Desktop 13th Gen Intel Core i9-13900KF - GeForce RTX 4080 - Windows 11,$,"13th Gen Intel® i9-13900KF (24-Core)   NVIDIA® GeForce RTX™ 4080, 16GB   2TB Hard Drive + 1TB Solid State Drive   240mm Liquid Cooling   Gaming USB Keyboard + Gaming USB Mouse"
Gaming Desktop Computer & PCs,"$1,699.99 ",No Discount,Rated 4.3 out of 5 stars based on 6 reviews.,"CYBERPOWERPC Gamer Supreme Liquid Cooled Gaming Tower - Intel Core i7-13700KF 16-Core - GeForce RTX 4070, 12GB",$,"Intel Core i7-13700KF (16-Core) 3.4GHz (Max 5.4GHz) Processor   NVIDIA® GeForce RTX™ 4070, 12GB   2.0TB Solid State Drive   7 Colors RGB Gaming Keyboard & Mouse   Liquid Cooled"
Gaming Desktop Computer & PCs,"$1,299.99 ",No Discount,No Reviews,Skytech Blaze 3 Gaming Desktop - 12th Gen Intel Core i7-12700F - GeForce RTX 4060Ti - Windows 11,$,"12th Gen Intel® Core i7-12700F (12-Core) Processor   NVIDIA® GeForce RTX™ 4060Ti, 8GB   1TB PCIe M.2 Solid State Drive   RGB Gaming Keyboard & Mouse   Liquid Cooled"
Gaming Desktop Computer & PCs,"$2,499.99 ",No Discount,Rated 4.2 out of 5 stars based on 32 reviews.,iBUYPOWER Y60 Gaming Desktop 13th Gen Intel Core i9-13900KF - GeForce RTX 4070Ti - Windows 11,$,"13th Gen Intel® i9-13900KF (24-Core)   NVIDIA® GeForce RTX™ 4070Ti, 12GB   2TB Hard Drive + 1TB Solid State Drive   240mm Liquid Cooling   Gaming USB Keyboard + Gaming USB Mouse"
Gaming Desktop Computer & PCs,"$1,299.99 ",No Discount,Rated 4.5 out of 5 stars based on 6 reviews.,iBUYPOWER SlateMRA7N36T01 Gaming Desktop - AMD Ryzen 7 5700 - GeForce RTX 3060Ti - Windows 11,$,"AMD Ryzen™ 7 5700 8-Core Processor   NVIDIA GeForce 3060Ti Graphics, 8GB   2TB Hard Drive + 1TB Solid State Drive   Cooling: CPU Fan   Gaming USB Keyboard + Gaming USB Mouse"
Gaming Desktop Computer & PCs,"$1,699.99 ",No Discount,Rated 4.5 out of 5 stars based on 12 reviews.,Skytech Chronos Gaming Desktop - 12th Gen Intel Core i7-12700F - GeForce RTX 4070,$,"12th Gen Intel® Core™ i7-12700F (12-Core) Processor   NVIDIA®   GeForce RTX™ 4070, 12GB   1TB NVMe™ M.2 Solid State Drive   Gaming Keyboard & Mouse   240mm Liquid Cooling"
Gaming Desktop Computer & PCs,"$2,599.99 ",No Discount,Rated 3.2 out of 5 stars based on 8 reviews.,Skytech Azure2 Gaming Desktop - 12th Gen Intel Core i9-12900F - GeForce RTX 4080,$,"12th Gen Intel® Core™ i9-12900F (16-Core) Processor   NVIDIA® GeForce RTX™ 4080, 16GB   1TB PCle M.2 Solid State Drive   Skytech Gaming RGB Keyboard & Mouse"
Gaming Desktop Computer & PCs,"$1,349.99 ",No Discount,Rated 4.1 out of 5 stars based on 8 reviews.,"Skytech Chronos Gaming Desktop - 12th Gen Intel Core i7-12700F -  ARC A770, White",$,"12th Gen Intel® Core™ i7-12700F (12-Core) Processor   Intel® Arc™ A770, 16GB   1TB PCIe M.2 Solid State Drive   Skytech Gaming RGB Keyboard & Mouse"
Gaming Desktop Computer & PCs,"$2,499.99 ",No Discount,Rated 4 out of 5 stars based on 92 reviews.,"CyberPowerPC Gamer Supreme Gaming Desktop - 13th Gen Intel Core i7-13700KF - GeForce RTX 4080, White",$,"Intel® Core i7-13700KF Processor   NVIDIA® GeForce RTX™ 4080, 16GB   2.0TB Hard Drive + 2.0TB Solid State Drive   USB 7 Colors RGB Gaming Keyboard & Mouse   Liquid Cooled"
Gaming Desktop Computer & PCs,"$2,799.99 ",No Discount,Rated 4.7 out of 5 stars based on 9 reviews.,HP OMEN 45L Gaming Desktop - AMD Ryzen 9 7900X - GeForce RTX 4070 Ti,$,"AMD Ryzen™ 9 7900X (12-core) Processor   NVIDIA® GeForce RTX™ 4070 Ti, 12GB Graphics   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.3   3x DisplayPort   Liquid Cooling"
Gaming Desktop Computer & PCs,"$1,499.99 ",No Discount,Rated 3.5 out of 5 stars based on 4 reviews.,iBUYPOWER Slate Mesh Gaming Desktop - 13th Gen Intel Core i7-13700F - GeForce RTX 3060Ti - Windows 11,$,"13th Gen Intel® Core™ i7-13700F (16-Core) Processor   NVIDIA GeForce 3060Ti Graphics, 8GB   2TB Hard Drive + 1TB Solid State Drive   Cooling: 240MM Liquid Cooling   Gaming USB Keyboard + Gaming USB Mouse"
Gaming Laptops & Notebook Computers,"$1,299.99 ","$1,299.99 After $300 OFF",Rated 4 out of 5 stars based on 24 reviews.,"HP OMEN 17.3"" Gaming Laptop - 13th Gen Intel Core i7-13700HX - GeForce RTX 4070 - 1080p 144Hz",$,"NVIDIA GeForce RTX 4070 Graphics, 8GB   13th Gen Intel Core i7-13700HX (16-Core) Processor   17.3"" IPS Micro-Edge Anti-Glare FHD (1920 x 1080) 300-Nits 144Hz Display   1TB PCIe Gen4 NVMe M.2 Solid State Drive   Full-Size 4-Zone RGB Backlit Keyboard and 26-Key Rollover Anti-Ghosting Key Technology"
Gaming Laptops & Notebook Computers,"$1,599.99 ",After $200 OFF,No Reviews,"Lenovo LEGION 5 Pro 16"" Gaming Laptop - AMD Ryzen 7 7745HX - GeForce RTX 4070 - 240Hz WQXGA (2560 x 1600) - Windows 11 - Onyx Grey",$,"AMD Ryzen™ 7 7745HX (8-Core) Processor   NVIDIA® GeForce RTX™ 4070, 8GB   16"" IPS LCD with LED Backlight Anti-Glare WQXGA (2560 x 1600) 500-Nits 240Hz Display   Backlit 4 Zone RGB Keyboard and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64-bit)"
Gaming Laptops & Notebook Computers,"$1,399.99 ",After $300 OFF,Rated 4.4 out of 5 stars based on 41 reviews.,"Lenovo LEGION PRO 5i 16"" Gaming Laptop - 13th Gen Intel Core i7-13700HX - GeForce RTX 4060 - 165Hz 2560 x 1600",$,"13th Gen Intel® Core™ i7-13700HX (16-Core) Processor   NVIDIA® GeForce RTX™ 4060, 8GB   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth®   16.0"" IPS LCD with LED-backlit Anti-glare WQXGA (2560 x 1600) 300-Nits 165Hz Display   4 Zone RGB Backlit Keyboard and 1080p Webcam with Privacy Shutter"
Gaming Laptops & Notebook Computers,"$1,399.99 ",After $400 OFF,Rated 4.5 out of 5 stars based on 95 reviews.,"MSI GE68HX Raider 16"" Gaming Laptop - 13th Gen Intel Core i9-13950HX - GeForce RTX 4060 - 144HZ FHD+ (1920 x 1200) ",$,"13th Gen Intel® Core™ i9-13950HX Processor   NVIDIA® GeForce RTX™ 4060 Graphics, 8GB   Killer Wi-Fi 6E AX211 (2x2/160) Gig+ Bluetooth® 5.3   16"" IPS FHD+ (1920 x 1200) 144Hz Display   Windows 11 Home"
Gaming Laptops & Notebook Computers,"$1,199.99 ",No Discount,Rated 4.3 out of 5 stars based on 23 reviews.,"MSI Katana 15.6"" Laptop - 12th Gen Intel Core i7-12650H - GeForce RTX 4060 - FHD (1920 x 1080) - 144Hz - Windows 11",$,"12th Gen Intel® Core™ i7-12650H Processor   NVIDIA® GeForce RTX™ 4060, 8GB   15.6"" IPS FHD (1920 x 1080) 144Hz Display   4 Zone backlit RGB Keyboard (99 Key)   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.2"
Gaming Laptops & Notebook Computers,"$1,999.99 ",After $400 OFF,Rated 4.2 out of 5 stars based on 4 reviews.,"HP OMEN 17.3"" Gaming Laptop - 13th Gen Intel Core i9-13900HX - GeForce RTX 4080 - 165HZ 1440p - Windows 11",$,"NVIDIA GeForce RTX 4080 Graphics, 12GB   13th Gen Intel Core i9-13900HX (24-Core) Processor   17.3"" IPS Micro-Edge Anti-Glare QHD (2560 x 1440) 300-Nits 165Hz Display   1TB PCIe Gen4 NVMe M.2 Solid State Drive   Full-Size 4-Zone RGB Backlit Keyboard and 26-Key Rollover Anti-Ghosting Key Technology"
Gaming Laptops & Notebook Computers,"$1,599.99 ",No Discount,Rated 4.2 out of 5 stars based on 85 reviews.,"Lenovo LEGION Pro 5i 16"" Gaming Laptop - 13th Gen Intel Core i9-13900HX - GeForce RTX 4060 - 165Hz 2560 x 1600",$,"13th Gen Intel® Core™ i9-13900HX (24-Core) Processor   NVIDIA® GeForce RTX™ 4060, 8GB   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.1   16"" IPS LCD with LED-backlight Anti-glare WQXGA (2560 x 1600) 300-Nits 165Hz Display   4 Zone RGB Backlit Keyboard and 1080p Webcam with E-Privacy Shutter"
Gaming Laptops & Notebook Computers,"$1,399.99 ",No Discount,Rated 4 out of 5 stars based on 81 reviews.,"HP Victus 16.1"" Gaming Laptop - 13th Gen Intel Core i7-13700HX - GeForce RTX 4060 - 144HZ 1080p  - Windows 11",$,"13th Gen Intel® Core™ i7-13700HX (16-Core) Processor   NVIDIA® GeForce RTX™ 4060, 8GB   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   16.1"" Anti-Glare IPS Micro-Edge FHD (1920 x 1080) 144HZ Display   Microsoft® Windows 11 Home"
Gaming Laptops & Notebook Computers,"$2,299.99 ",No Discount,Rated 4.1 out of 5 stars based on 43 reviews.,"MSI Raider GE68HX 16"" Laptop - 13th Gen Intel Core i9-13950HX - GeForce RTX 4070 - QHD+ (2560 x 1600) - Windows 11",$,"13th Gen Intel® Core™ i9-13950HX Processor   NVIDIA® GeForce RTX™ 4070, 8GB   16"" QHD+ (2560 x 1600) 240Hz Display   Steel Series RGB with Anti-Ghost Keyboard   Windows 11 Home (64-bit)"
Gaming Laptops & Notebook Computers,"$1,499.99 ",After $250 OFF,Rated 4.7 out of 5 stars based on 22 reviews.,"ASUS 16"" ROG Strix G16 Laptop - 13th Gen Intel Core i9-13980HX - GeForce RTX™ 4060 - 1920 x 1200 - Windows 11",$,"13th Gen Intel® Core™ i9-13980HX (24-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.2   16"" Anti-glare IPS FHD+ (1920 x 1200) 250-Nits 165Hz Display   NVIDIA® GeForce RTX™ 4060, 8GB   Backlit Chiclet Keyboard 4-Zone RGB"
Gaming Laptops & Notebook Computers,"$2,699.99 ",After $600 OFF,Rated 3.2 out of 5 stars based on 31 reviews.,MSI Raider GE78HX 17 Laptop - 13th Gen Intel Core i9-13950HX - GeForce RTX 4080 - QHD+ (2560 x 1600) - Windows 11 ,$,"13th Gen Intel® Core™ i9-13950HX Processor   NVIDIA® GeForce RTX™ 4080, 12GB   17"" IPS QHD+ (2560 x 1600) 240Hz Display   Steel Series RGB Keyboard with Anti-Ghost Keyboard   Windows 11 Home (64-bit)"
Gaming Laptops & Notebook Computers,$699.99 ,No Discount,Rated 4.7 out of 5 stars based on 6 reviews.,Acer Nitro V 15.6” Gaming Laptop – 13th Gen Intel Core i5-13420H Processor – 1080p – Windows 11,$,"13th Gen Intel® Core™ i5-13420H (8-Core) Processor   NVIDIA® GeForce RTX™ 2050 Graphics, 4GB   15.6"" Widescreen IPS LED-Backlit FHD (1920 x 1080) 144Hz Display   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.1   Backlit Keyboard with Numeric Keypad"
Gaming Laptops & Notebook Computers,"$1,699.99 ",After $200 OFF,Rated 3.7 out of 5 stars based on 11 reviews.,"Dell 16 Gaming Laptop -  13th Gen Intel Core i9-13900HX - GeForce RTX 4070 - Windows 11, Metallic Nightshade Gray",$,"13th Gen Intel® Core™ i9-13900HX (24 Core) Processor   16"" QHD+ (2560 x 1600) Display 165Hz   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth®   NVIDIA® GeForce RTX™ 4070, 8GB   Microsoft® Windows 11 Home"
Gaming Laptops & Notebook Computers,"$1,599.99 ",No Discount,Rated 3.8 out of 5 stars based on 31 reviews.,"Dell G15 Gaming Laptop -  13th Gen Intel Core i9-13900HX - GeForce RTX 4060 - Windows 11, Black",$,"13th Gen Intel Core i9-13900HX Processor   15.6"" FHD (1920 x 1080) 165hz Display   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth®   NVIDIA® GeForce RTX™ 4060, 8GB   4-Zone RGB Backlit Keyboard with Numeric Keypad"
Gaming Laptops & Notebook Computers,$999.99 ,No Discount,Rated 4.2 out of 5 stars based on 52 reviews.,MSI Cyborg Gaming Laptop - 13th Gen Intel Core i7-13620H - GeForce RTX 4050 - 144HZ 1080p ,$,"13th Gen Intel® Core™ i7-13620H Processor   NVIDIA® GeForce RTX™ 4050 Graphics, 6GB   Intel® Wi-Fi 6 (2x2/160) Gig+ Bluetooth® 5.2   15.6"" IPS FHD (1920 x 1080) 144Hz Display   Windows 11 Home (64-bit)"
Gaming Laptops & Notebook Computers,"$1,299.99 ",After $250 OFF,Rated 4.6 out of 5 stars based on 7 reviews.,"ASUS 16"" ROG Strix G16 Laptop - Intel Core i7-13650HX - GeForce RTX  4050 - 1920x 1200 - Windows 11",$,"Intel® Core™ I7-13650HX (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.2   16"" Anti-glare IPS FHD+ (1920 x 1200) 250-Nits 165Hz Display   NVIDIA® GeForce RTX™ 4050, 6GB   Backlit Chiclet 4-Zone RGB Keyboard"
Gaming Laptops & Notebook Computers,$599.97 ,No Discount,Rated 4.7 out of 5 stars based on 23 reviews.,"Lenovo LOQ 15.6"" Gaming Laptop - 13th Gen Intel Core i5-13420H - GeForce RTX 2050 - 144HZ  -  1080p - Windows 11",$,"13th Gen Intel® Core™ i5-13420H (8-Core) Processor   NVIDIA® GeForce RTX™ 2050, 4GB   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   15.6"" IPS LCD with LED-Backlight FHD (1920 x 1080) 144Hz Display   Microsoft® Windows 11 Home"
Gaming Laptops & Notebook Computers,"$1,299.99 ",No Discount,Rated 4.5 out of 5 stars based on 60 reviews.,"Lenovo LEGION 5i Pro 16"" Gaming Laptop - 11th Gen Intel Core i7-11800H - 165Hz 2560 x 1600 Display - Storm Gray - Windows 11",$,"Microsoft® Windows 11 Home   11th Gen Intel® Core™ i7-11800H Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   NVIDIA® GeForce RTX™ 3050, 4GB   16"" LED-backlit Anti glare IPS WQXGA (2560 x 1600) 165Hz Display"
Gaming Laptops & Notebook Computers,"$1,299.99 ",No Discount,Rated 4.2 out of 5 stars based on 23 reviews.,"HP Victus 16.1"" Laptop - 13th Gen Intel Core i7-13700H - GeForce RTX 4070 - 1080p 144Hz",$,"13th Gen Intel® Core™ i7-13700H (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   NVIDIA® GeForce RTX­™ 4070, 8GB   1-zone RGB Backlit Keyboard with Numeric Keypad and Integrated Webcam   16.1"" Micro-edge IPS FHD (1920 x 1080) 250-Nits 144Hz Display"
