,City,Colors Reported,Shape Reported,State,Time
492,Pawnee,,,OK,6/15/1958 23:00
493,Pawnee,,LIGHT,OK,6/15/1958 23:00
494,Silverdale,,CYLINDER,WA,6/30/1958 12:00
495,Conyers,,TEARDROP,GA,6/30/1958 13:00
496,Camden,,DISK,ME,6/30/1958 16:00
497,Fort Worth,,DISK,TX,6/30/1958 20:00
498,Durham,,LIGHT,KS,6/30/1958 21:30
499,Thibodaux,,FIREBALL,LA,6/30/1958 23:00
500,Osmond,,,NE,7/1/1958 4:48
501,Muncie,,,IN,7/1/1958 21:00
502,Cheektowaga,,TEARDROP,NY,7/10/1958 9:00
503,Woodland Hills,,LIGHT,FL,7/10/1958 17:00
504,no data,,DISK,UT,7/11/1958 23:00
505,Novato,,DISK,CA,7/15/1958 17:30
506,Rock Springs,,DISK,WY,7/20/1958 21:30
507,Randallstown,,TRIANGLE,MD,7/30/1958 22:00
508,Derby,,DISK,CT,8/1/1958 19:00
509,Scarborough,,DISK,ME,8/8/1958 15:00
510,Bellevue,,LIGHT,WA,8/10/1958 21:30
511,Monroe,,OVAL,GA,8/15/1958 14:00
512,Fargo,,DISK,ND,9/1/1958 20:00
513,Perry,RED,TRIANGLE,IA,9/1/1958 21:00
514,Arthur,,,ND,9/7/1958 19:00
515,Ashland,,CIRCLE,KY,9/14/1958 19:30
516,Davis Jct.,,FIREBALL,IL,9/20/1958 22:20
517,Phelps County,,DISK,NE,9/25/1958 19:00
518,St. Paul,,OTHER,MN,10/20/1958 21:00
519,Terrebonne,,,OR,10/25/1958 20:00
520,Riverside,,LIGHT,IL,10/30/1958 1:00
521,Greenville,,DISK,RI,11/15/1958 22:30
522,Milwaukee,,DISK,WI,11/25/1958 23:00
523,South San Francisco,,DISK,CA,1/10/1959 18:30
524,New York City,,,NY,3/1/1959 23:00
525,Miami,,SPHERE,FL,4/1/1959 1:00
526,Mendham,,DISK,NJ,4/15/1959 21:00
527,Baden,,CYLINDER,PA,4/26/1959 19:00
528,Columbus,,LIGHT,OH,5/1/1959 18:30
529,El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00
530,Evanston,,,IL,5/15/1959 4:00
531,Cincinnati,,DISK,OH,5/30/1959 17:00
532,Wabash River,,CIRCLE,IN,6/1/1959 8:00
533,Nashville,,,TX,6/1/1959 12:00
534,Orange,,CYLINDER,CT,6/1/1959 12:00
535,Sidney,,LIGHT,OH,6/1/1959 18:30
536,Nelson,,CIGAR,NE,6/1/1959 22:00
537,Arvada,,CIRCLE,CO,6/5/1959 13:00
538,Monroe,,,MI,6/10/1959 13:00
539,Missoula,,,MT,6/15/1959 1:00
540,Minneapolis,,OTHER,MN,6/15/1959 8:30
541,Campbell,,DISK,CA,6/15/1959 10:00
542,Buffalo,,LIGHT,WV,6/15/1959 23:00
543,Minneapolis,,FORMATION,MN,6/23/1959 22:00
544,Globe,,RECTANGLE,AZ,6/28/1959 13:00
545,Campbellsport,,CIRCLE,WI,6/30/1959 14:00
546,New York City,,OVAL,NY,6/30/1959 20:00
547,Phoenix,,DISK,AZ,6/30/1959 21:00
548,Strathmore,,DISK,CA,7/1/1959 1:00
549,Castle Rock,,CIGAR,WA,7/1/1959 20:00
550,Gardner Lake,,OVAL,ME,7/4/1959 20:00
551,Long Beach,,LIGHT,CA,7/7/1959 23:00
552,Nort Sutton,,,NH,7/15/1959 12:00
553,New Albany,,CIGAR,IN,7/15/1959 23:00
554,Worcester,,OTHER,MA,7/16/1959 18:00
555,Salem,,DISK,OH,7/19/1959 1:00
556,Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30
557,Allendale,,LIGHT,KY,7/22/1959 14:30
558,Golden,,DISK,TX,8/1/1959 18:00
559,Reseda,,DISK,CA,8/10/1959 1:30
560,Troy,,,NY,8/13/1959 21:00
561,Jewett,,LIGHT,NY,8/13/1959 22:30
562,Roswell,,,NM,8/15/1959 15:00
563,Mohave,,LIGHT,CA,8/15/1959 21:00
564,Lake Bonita,,FIREBALL,NM,8/20/1959 3:00
565,Fallon,,OVAL,NV,9/15/1959 0:00
566,Goldfield,,LIGHT,NV,9/15/1959 1:00
567,Dayton,,DISK,OH,9/15/1959 11:30
568,New York City,,OTHER,NY,10/1/1959 16:00
569,Jacksonville,,,IL,10/1/1959 19:00
570,Duluth,,,WI,10/1/1959 20:45
571,Duluth,,,WI,10/5/1959 18:30
572,Rock Hill,,TRIANGLE,SC,10/5/1959 19:00
573,Marysville,,OTHER,WA,10/15/1959 0:00
574,Four States,RED,SPHERE,WV,10/16/1959 22:30
575,Starke,,SPHERE,FL,11/11/1959 20:00
576,Lafayette,,CIRCLE,IN,11/15/1959 1:30
577,Los Angeles,,DISK,CA,12/20/1959 18:30
578,Tehachapi,,FIREBALL,CA,12/30/1959 18:35
579,Del Mar,,,CA,12/30/1959 23:00
580,Bristol,,DISK,VA,1/15/1960 22:00
581,St. Paul,,CIGAR,MN,2/1/1960 22:15
582,Hartwell,,CIGAR,GA,2/1/1960 23:00
583,Winston-Salem,,CIGAR,NC,2/18/1960 21:00
584,Houston,,TRIANGLE,TX,3/12/1960 23:00
585,Houston,,OTHER,TX,4/1/1960 21:00
586,Tucson,,LIGHT,AZ,5/1/1960 20:00
587,Schenectady,,,NY,5/15/1960 0:00
588,Terre Haute,,OTHER,IN,5/15/1960 18:00
589,Great Bend,,OTHER,KS,6/1/1960 0:00
590,Salt Lake City,,DISK,UT,6/1/1960 0:00
591,Seattle,GREEN,OVAL,WA,6/1/1960 0:00
592,Yakima,,OTHER,WA,6/1/1960 2:30
593,Palmdale,,DISK,CA,6/1/1960 12:00
594,Sacramento,,CIGAR,CA,6/1/1960 12:00
595,Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00
596,New Jersey,,CIGAR,NJ,6/1/1960 13:00
597,Watervliet,,DISK,MI,6/1/1960 18:00
598,Vassalboro,,OVAL,ME,6/1/1960 20:00
599,Silverfdale,,VARIOUS,WA,6/1/1960 22:00
600,Santa Ana,,DISK,CA,6/3/1960 18:00
601,Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00
602,Philadelphia,,SPHERE,PA,6/10/1960 18:00
603,Barstow-Baker,,DISK,CA,6/11/1960 2:00
604,Great Falls,,FORMATION,MT,6/12/1960 14:30
605,Quincy,,DISK,CA,6/13/1960 2:00
606,Baltimore,,OTHER,MD,6/15/1960 21:00
607,Kansas City,,DISK,KS,6/15/1960 21:45
608,Chicago,,OVAL,IL,6/18/1960 23:00
609,East Bernstadt,,DISK,KY,6/21/1960 14:00
610,Albertson,,,NY,6/30/1960 0:00
611,Litchfield,,OTHER,PA,6/30/1960 12:00
612,Portland,,DISK,OR,6/30/1960 20:30
613,,,DISK,NV,7/1/1960 12:00
614,Stevens,,OTHER,MN,7/1/1960 12:00
615,Portland,,,OR,7/1/1960 20:00
616,New Berlin,,CIRCLE,WI,7/4/1960 21:30
617,Springdale,,FORMATION,AR,7/7/1960 22:00
618,La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00
619,Pacific Coast Highway,,,CA,7/15/1960 10:00
620,Goldsboro,,SPHERE,NC,7/15/1960 16:00
621,Amarillo,,DIAMOND,TX,7/15/1960 21:00
622,Upland,,CIRCLE,CA,7/30/1960 21:00
623,Allentown,,CYLINDER,PA,8/1/1960 12:00
624,Taftville,,DISK,CT,8/1/1960 15:00
625,Boston,,DISK,MA,8/1/1960 18:00
626,Carteret,,CIGAR,NJ,8/1/1960 18:00
627,Crystal,,CIRCLE,WI,8/1/1960 23:00
628,Cherokee,,FIREBALL,NC,8/2/1960 23:00
629,Belmont,,CIRCLE,NY,8/10/1960 1:00
630,Watchung,RED,CIGAR,NJ,8/10/1960 18:00
631,Cottonwood,,,WA,8/13/1960 19:00
632,Saugus,,CIRCLE,MA,8/15/1960 15:00
633,Framingham,,OVAL,MA,8/15/1960 16:00
634,Long Beach,,OTHER,CA,8/17/1960 21:10
635,Pittsburgh,,SPHERE,PA,8/20/1960 21:30
636,Dickinson,,CIRCLE,ND,8/28/1960 21:00
637,Buffalo,,OVAL,NY,9/5/1960 21:00
638,Wichita,,OVAL,KS,9/10/1960 10:00
639,Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00
640,Seattle,,DISK,WA,9/15/1960 20:30
641,Susanville,,,CA,9/15/1960 21:00
642,Kaneohe,,LIGHT,HI,10/10/1960 20:00
643,Burnsville,,,MN,10/18/1960 0:00
644,Westbury,,DISK,NY,11/2/1960 18:00
645,Sumner,,SPHERE,WA,11/11/1960 2:00
646,Kansas City,,,KS,11/15/1960 22:00
647,Santa Clara,,CIRCLE,CA,1/1/1961 12:00
648,Kendallville,,CIRCLE,IN,1/1/1961 13:00
649,Lancaster,,DISK,CA,2/2/1961 1:00
650,Panhandle,,DIAMOND,TX,2/22/1961 20:00
651,McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00
652,New York City,,CROSS,NY,3/29/1961 0:00
653,Shenandoah,,LIGHT,PA,4/1/1961 20:00
654,Altus,,CIRCLE,OK,4/15/1961 21:00
655,Auburn,,CIGAR,WA,5/1/1961 22:00
656,Parris Island,,VARIOUS,SC,5/15/1961 4:00
657,Alpine,,DISK,UT,6/1/1961 0:00
658,no data,,TEARDROP,NY,6/1/1961 18:00
659,Opa Locka,,OTHER,FL,6/1/1961 18:00
660,Carrollton,,,TX,6/10/1961 19:30
661,Huntsville,,TRIANGLE,AL,6/15/1961 12:00
662,Richardson,GREEN,LIGHT,TX,6/15/1961 15:00
663,Frederick,,LIGHT,OK,6/15/1961 20:30
664,Chicago,,DISK,IL,6/17/1961 19:00
665,Webster Groves,,CIRCLE,MO,6/20/1961 0:00
666,Dallas,,DISK,GA,6/22/1961 0:00
667,Greensboro,,CIGAR,NC,6/30/1961 8:00
668,Orlando,,DISK,FL,6/30/1961 15:00
669,La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00
670,Rotan,,SPHERE,TX,6/30/1961 22:00
671,Lawrenceville,,CIRCLE,GA,7/1/1961 21:00
672,West Haven,,LIGHT,CT,7/8/1961 21:00
673,Sapulpa,,,OK,7/15/1961 1:00
674,Gettysburg,,CIGAR,PA,7/15/1961 11:00
675,Mount Hope,,,WV,7/15/1961 23:00
676,Newberg,,EGG,OR,7/15/1961 23:30
677,Arlington Heights,,DISK,IL,7/16/1961 19:50
678,Mill Valley,,DISK,CA,8/1/1961 0:00
679,Glenshaw,,DISK,PA,8/5/1961 21:15
680,Pittsburgh,,SPHERE,PA,8/5/1961 23:00
681,Palatine,ORANGE,DISK,IL,8/9/1961 20:00
682,New York City,,DISK,NY,8/15/1961 19:00
683,Evendale,,,OH,8/30/1961 0:00
684,Fort Benning,,DISK,GA,9/1/1961 18:46
685,Toledo,,LIGHT,OH,9/1/1961 20:30
686,Wahoo,,EGG,NE,9/15/1961 20:00
687,Toledo,,SPHERE,OH,10/1/1961 3:00
688,Tulsa,,DISK,OK,10/1/1961 3:30
689,Nashville,,DISK,TN,10/1/1961 19:00
690,Graham,,TRIANGLE,NC,10/1/1961 22:00
691,Bristol,,SPHERE,TN,10/10/1961 19:00
692,Indialantic,,OVAL,FL,10/15/1961 18:00
693,Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00
694,Leesville,,FLASH,SC,11/26/1961 10:00
695,Bartow,,SPHERE,FL,12/17/1961 21:00
696,Forestburg,,SPHERE,TX,12/26/1961 20:00
697,Key West,,SPHERE,FL,1/1/1962 8:00
698,Fayetteville,,CIRCLE,NC,2/19/1962 21:00
699,Snohomish,,DIAMOND,WA,3/1/1962 8:00
700,Wendover,,DISK,UT,3/3/1962 3:00
701,Clayton,,,NC,3/8/1962 21:00
702,Camden,,SPHERE,OH,3/15/1962 10:00
703,Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00
704,Huntingdon,GREEN,,GA,4/15/1962 21:00
705,Acoma,,CYLINDER,NM,5/15/1962 21:00
706,Toms River,,DISK,NJ,5/15/1962 21:00
707,Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30
708,Whitehouse,,LIGHT,NJ,5/20/1962 23:00
709,Garland,,DISK,TX,5/30/1962 20:00
710,Bartlesville,,,OK,6/1/1962 0:00
711,Charleston,,DISK,SC,6/1/1962 12:00
712,Ellwood City,,DISK,PA,6/1/1962 12:00
713,Liberty Homes,,SPHERE,SC,6/1/1962 12:00
714,San Francisco,,CIRCLE,CA,6/1/1962 19:00
715,Aurora,,LIGHT,CO,6/1/1962 20:00
716,Benton,,DISK,IL,6/1/1962 21:30
717,Lempster,,CIRCLE,NH,6/14/1962 19:45
718,Castle Rock,,SPHERE,WA,6/15/1962 0:00
719,Lawrence County,,DISK,IL,6/15/1962 19:30
720,Booneville,,DISK,NC,6/15/1962 20:00
721,IL,,DISK,IL,6/15/1962 21:30
722,Joyce,,OTHER,WA,6/16/1962 23:30
723,Ossining,,,NY,6/25/1962 2:00
724,Orlando,,SPHERE,FL,6/30/1962 0:00
725,Granada Hills,,SPHERE,CA,6/30/1962 2:00
726,Cadiz,,,CA,6/30/1962 7:00
727,Royal Oak,,DISK,MI,6/30/1962 17:30
728,Bethpage,,TRIANGLE,NY,6/30/1962 18:00
729,Bay Area,,DISK,CA,6/30/1962 19:00
730,Miami,,OVAL,FL,7/1/1962 0:00
731,Chicago,,DISK,IL,7/1/1962 22:00
732,Seattle,,OTHER,WA,7/1/1962 22:00
733,Spearman,,,TX,7/4/1962 21:00
734,Lindsay,,CYLINDER,OK,7/7/1962 2:00
735,Tannersville,,LIGHT,NY,7/10/1962 10:00
736,Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00
737,Chicago,,OTHER,IL,7/15/1962 19:00
738,East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00
739,Frankfort,,OVAL,MI,7/15/1962 21:00
740,Mentor,,DISK,OH,7/15/1962 21:00
741,Sunrise Beach,,CYLINDER,MO,7/15/1962 23:00
742,Burkesville,,DISK,KY,7/20/1962 18:00
743,Springdale,,LIGHT,AR,7/20/1962 21:00
744,Rensselaer,,OTHER,NY,7/24/1962 12:00
745,Savannah,,DISK,GA,8/1/1962 15:00
746,Beaverton,,TRIANGLE,OR,8/1/1962 19:30
747,Ship's Bottom,,,NJ,8/1/1962 23:00
748,Lodi,RED,OTHER,OH,8/8/1962 14:00
749,Wellington,,,KS,8/10/1962 15:00
750,Denver,,DISK,CO,8/15/1962 17:30
751,Nenana,,OVAL,AK,8/15/1962 19:00
752,Ann Arbor,,DISK,MI,8/15/1962 20:00
753,Haverhill,,DISK,MA,8/16/1962 12:00
754,San Juan Island,,DISK,WA,9/1/1962 12:00
755,Seattle,,CIRCLE,WA,9/1/1962 12:00
756,Hopewell,,LIGHT,VA,9/1/1962 15:00
757,St. Louis,,SPHERE,MO,9/4/1962 15:30
758,Wisconsin,ORANGE,DISK,WI,9/14/1962 17:30
759,Severn,,,NC,9/15/1962 14:00
760,Island Beach State Park,,DISK,NJ,9/15/1962 18:00
761,Savannah,,OVAL,GA,9/29/1962 22:00
762,Ft. Lee,,,VA,10/15/1962 0:00
763,Chicago,,OTHER,IL,10/15/1962 22:30
764,Valparaiso,,CIGAR,FL,11/1/1962 18:00
765,Pharr,,CHEVRON,TX,11/9/1962 20:30
766,Alameda Naval Air Station,,,CA,11/15/1962 14:00
767,Runge,,SPHERE,TX,11/15/1962 21:00
768,New York City,,CIGAR,NY,12/21/1962 23:21
769,Markleville,,DISK,CA,1/1/1963 10:00
770,Helena,,DIAMOND,MT,1/1/1963 22:00
771,Holyoke,,DISK,MA,1/20/1963 22:00
772,Cape May Court House,,,NJ,2/21/1963 21:30
773,Husten,,,TX,2/23/1963 11:30
774,Normandy Park,,CYLINDER,WA,3/15/1963 13:00
775,Great Lakes,,DISK,IL,3/15/1963 17:30
776,Tucson,,TRIANGLE,AZ,4/1/1963 7:00
777,Vero Beach,,DISK,FL,4/7/1963 20:00
778,Russellton,,SPHERE,PA,4/10/1963 0:00
779,Lompoc,,DISK,CA,4/15/1963 19:30
780,Alexandria,RED,LIGHT,VA,4/20/1963 17:00
781,Lynn,,DISK,MA,5/7/1963 3:00
782,New York City,,OTHER,NY,5/15/1963 7:00
783,Towson,,OVAL,MD,5/15/1963 14:00
784,Tishimingo,,VARIOUS,OK,5/15/1963 22:00
785,Emporia,,RECTANGLE,KS,5/30/1963 17:30
786,Cocoa,,,FL,6/1/1963 0:00
787,Houston,,,TX,6/1/1963 0:00
788,San Francisco,,DISK,CA,6/1/1963 0:00
789,St. Louis County,,CIGAR,MO,6/1/1963 2:00
790,Williamsport,RED,OTHER,MD,6/1/1963 8:00
791,Gonzales,,CIGAR,TX,6/1/1963 8:30
792,Albemarle,,DISK,NC,6/1/1963 11:00
793,Houston,,CIGAR,TX,6/1/1963 12:00
794,Kirksey,,TRIANGLE,KY,6/1/1963 13:00
795,Waukegan,,FORMATION,IL,6/1/1963 16:00
796,Royal Oak,RED,TRIANGLE,MI,6/1/1963 18:00
797,Laguna Beach,,LIGHT,CA,6/1/1963 20:00
798,Rodeo,,SPHERE,CA,6/1/1963 21:00
799,Big Kandiyohi Lake,,LIGHT,MN,6/1/1963 22:00
800,Colorado Springs,,DISK,CO,6/1/1963 23:00
801,Fort Collins,,CIGAR,CO,6/10/1963 3:00
802,Menasha,,CIRCLE,WI,6/11/1963 11:00
803,Hollywood,,DISK,FL,6/15/1963 1:00
804,Milford,,OTHER,CT,6/15/1963 3:00
805,Washougal,,,WA,6/15/1963 3:33
806,North St. Paul,,DISK,MN,6/15/1963 11:30
807,Jonesboro,,CIGAR,AR,6/15/1963 18:00
808,Sacramento,,CYLINDER,CA,6/15/1963 18:15
809,Newaygo,,SPHERE,MI,6/15/1963 19:00
810,Trion,,CIRCLE,GA,6/15/1963 21:00
811,Newburgh,,OTHER,NY,6/15/1963 22:00
812,Mansfield,,LIGHT,CT,6/27/1963 19:00
813,Johnstown,,RECTANGLE,PA,6/30/1963 0:00
814,Zebulon,,OTHER,NC,6/30/1963 0:00
815,Newark,,DISK,TX,6/30/1963 6:00
816,Salt Lake City,,DISK,UT,6/30/1963 13:00
817,Anaheim,,DISK,CA,6/30/1963 14:00
818,New York City,,OVAL,NY,7/1/1963 16:00
819,Jonesboro,,DISK,AR,7/1/1963 18:00
820,Lincoln,,OTHER,MO,7/1/1963 21:00
821,Lincoln,,OTHER,MO,7/1/1963 21:12
822,Tucson,,OTHER,AZ,7/2/1963 19:30
823,East Vassalboro,ORANGE,TRIANGLE,ME,7/3/1963 21:00
824,Evanston,,DISK,IL,7/10/1963 20:00
825,Albert Lea,BLUE,OVAL,MN,7/11/1963 20:00
826,Hornell,,,NY,7/14/1963 21:30
827,Mantua,,CIRCLE,NJ,7/15/1963 0:00
828,Weingarten,,DISK,MO,7/15/1963 0:00
829,Kimberling City,,DISK,MO,7/15/1963 10:30
830,Great Lakes,,DISK,IL,7/15/1963 18:00
831,Great Lakes,,CIRCLE,IL,7/15/1963 21:00
832,Virginia Beach,,CIRCLE,VA,7/15/1963 21:00
833,Oklahoma City,,LIGHT,OK,7/15/1963 22:00
834,Santa Ana,,LIGHT,CA,7/15/1963 22:30
835,Portland,,SPHERE,OR,7/15/1963 23:00
836,Boston,,TRIANGLE,MA,7/17/1963 9:00
837,Tupelo,,DISK,MS,7/20/1963 19:30
838,Amsterdam,,DISK,NY,8/1/1963 2:00
839,Compton,,LIGHT,CA,8/1/1963 22:00
840,Wenatchee,,FORMATION,WA,8/1/1963 22:00
841,Fresno,,OTHER,CA,8/10/1963 22:00
842,Riverside,,DISK,OH,8/12/1963 21:00
843,Claycomo,,,MO,8/15/1963 6:00
844,Camas,,,WA,8/20/1963 2:30
845,Broadalbin,,LIGHT,NY,8/23/1963 22:00
846,Belchertown,BLUE,,MA,8/25/1963 22:00
847,New York City,,CIRCLE,NY,10/3/1963 21:00
848,Millington,,DISK,NJ,10/4/1963 0:00
849,Prince George,,DISK,VA,10/4/1963 19:10
850,Laurel,,OVAL,MS,10/9/1963 21:30
851,Danville,,DISK,IN,10/20/1963 19:00
852,Engelwood Cliffs,,,NJ,11/1/1963 0:00
853,Rome,,OVAL,GA,12/10/1963 23:00
854,El Cerrito,,FIREBALL,CA,1/10/1964 20:00
855,Omaha,,SPHERE,NE,1/25/1964 20:30
856,Bristow,,,OK,3/1/1964 20:00
857,Cherry Valley,,CIRCLE,CA,3/29/1964 21:00
858,Fries,,CYLINDER,VA,3/30/1964 13:00
859,Miami,,OTHER,FL,4/3/1964 18:00
860,Valley Station,,OTHER,KY,4/15/1964 19:00
861,Bancroft,,LIGHT,MI,4/15/1964 20:30
862,Seattle,,DISK,WA,4/15/1964 22:00
863,Orangevale,,LIGHT,CA,5/1/1964 22:00
864,Rangely,,,CO,5/5/1964 1:00
865,Pineville,,,KY,5/10/1964 2:00
866,Hardwick,,DISK,VT,5/15/1964 10:15
867,Texarkana,,DISK,AR,5/15/1964 12:00
868,Covina,,CIGAR,CA,5/15/1964 15:00
869,Covina,,CIGAR,CA,5/15/1964 15:00
870,Walden,,CIGAR,VT,5/15/1964 19:30
871,Cave Springs,,,GA,5/16/1964 8:00
872,Haltom City,,LIGHT,TX,6/1/1964 4:30
873,Sallisaw,,LIGHT,OK,6/1/1964 15:00
874,Butler,,,PA,6/1/1964 16:00
875,Los Angeles,,DISK,CA,6/1/1964 20:00
876,North Yakima,BLUE,CIRCLE,WA,6/1/1964 21:30
877,New York City,,DISK,NY,6/5/1964 10:00
878,Baltimore,,SPHERE,MD,6/9/1964 21:00
879,Montrose,BLUE,LIGHT,CO,6/10/1964 3:00
880,Chicago,ORANGE,CIRCLE,IL,6/10/1964 22:00
881,Auburndale,,CIRCLE,MA,6/11/1964 20:15
882,Dedham,,CIRCLE,MA,6/11/1964 21:40
883,Reno,,DISK,NV,6/14/1964 13:00
884,Winnamucca,,LIGHT,NV,6/15/1964 1:00
885,Miami,,LIGHT,FL,6/15/1964 6:00
886,Great Falls,,SPHERE,MT,6/15/1964 11:00
887,Tulsa,,CIRCLE,OK,6/15/1964 13:00
888,Milan,RED,SPHERE,TN,6/15/1964 21:00
889,Anchorville,,DISK,MI,6/15/1964 21:30
890,Marble Falls,,LIGHT,TX,6/15/1964 22:00
891,Destrehan,,LIGHT,LA,6/15/1964 23:00
892,Tucson,,TRIANGLE,AZ,6/19/1964 20:00
893,Thompson,,DISK,GA,6/22/1964 14:00
894,Alexandria,RED,DISK,VA,6/28/1964 21:00
895,Atlanta,,VARIOUS,GA,6/29/1964 21:50
896,Ontonagon,,RECTANGLE,MI,6/30/1964 1:00
897,Hoquiam,,OTHER,WA,6/30/1964 14:00
898,Ft. Wayne,,TRIANGLE,IN,6/30/1964 18:00
899,Lewistown,,OTHER,IL,6/30/1964 21:30
900,Paloma,ORANGE,OTHER,CA,6/30/1964 22:00
901,Laurel Springs,,OTHER,NJ,7/1/1964 12:00
902,Omaha,,DISK,NE,7/1/1964 20:00
903,Wautoma,,LIGHT,WI,7/7/1964 21:30
904,no data,,LIGHT,PA,7/8/1964 0:00
905,Chicago,,DISK,IL,7/9/1964 22:30
906,Defiance,,LIGHT,OH,7/10/1964 22:00
907,Drew,,CIRCLE,OR,7/12/1964 12:00
908,Hamilton,RED,OVAL,MT,7/14/1964 13:00
909,Dayton,,DISK,OH,7/15/1964 8:00
910,Brunswick,,FORMATION,GA,7/15/1964 12:00
911,Washington,,OTHER,MO,7/15/1964 15:00
912,Fishersville,,FIREBALL,VA,7/15/1964 19:00
913,Las Vegas,,CIRCLE,NV,7/15/1964 23:00
914,Rosebush,,,MI,7/16/1964 1:00
915,New Jersey,,LIGHT,NJ,7/20/1964 20:00
916,Holden,,LIGHT,MA,7/31/1964 22:00
917,Stonington,,DISK,CT,8/1/1964 6:00
918,Chicago,,FORMATION,IL,8/1/1964 9:30
919,Duquesne,,CIGAR,PA,8/1/1964 15:00
920,Samuel-,,FIREBALL,KY,8/1/1964 19:30
921,Charlestown,,LIGHT,RI,8/1/1964 20:00
922,Morro Bay,,TRIANGLE,CA,8/1/1964 21:00
923,Boston,,CIRCLE,MA,8/4/1964 9:30
924,Bonfield,,DIAMOND,IL,8/12/1964 0:00
925,Taylorville,,DISK,IL,8/13/1964 23:30
926,Portland,,CIRCLE,ME,8/14/1964 23:00
927,St. Louis,,FIREBALL,MO,8/15/1964 20:00
928,Atlantic Ocean,,CIGAR,VA,8/15/1964 21:00
929,Los Angeles,,CROSS,CA,8/20/1964 13:00
930,St. Petersburg,,,FL,8/20/1964 22:45
931,Florence,,DISK,AL,8/22/1964 18:40
932,Oxen Hill,,OVAL,MD,9/1/1964 20:00
933,East Hartford,,FIREBALL,CT,9/1/1964 20:30
934,New York City,,DISK,NY,9/5/1964 21:00
935,Spartanburg,,DISK,SC,9/10/1964 22:00
936,Crescent Junction,,DISK,UT,9/15/1964 2:00
937,Arcade,,DISK,NY,9/15/1964 20:00
938,Yakima,,DISK,WA,9/15/1964 21:00
939,Cowpens,,DISK,SC,9/15/1964 22:00
940,Monterey,,DISK,CA,9/15/1964 22:30
941,Chicago,,SPHERE,IL,9/20/1964 20:00
942,Mt. Prospect,,DISK,IL,9/25/1964 19:00
943,Mt. Prospect,,DISK,IL,9/25/1964 19:00
944,Wilmington,,,DE,9/30/1964 0:00
945,Terrebonne,,CIGAR,OR,10/5/1964 16:45
946,Bettendorf,,OTHER,TX,10/14/1964 2:00
947,Columbus,,CIGAR,OH,10/15/1964 0:00
948,New Iberia,,CIRCLE,LA,10/20/1964 12:00
949,Detroit,,CIRCLE,MI,10/20/1964 21:00
950,Cotullia,,SPHERE,TX,11/1/1964 18:00
951,Glen Allen,,DISK,VA,11/12/1964 20:00
952,Memphis,,CIRCLE,TN,11/15/1964 22:00
953,Memphis,,SPHERE,TN,11/15/1964 22:00
954,Memphis,,CIRCLE,TN,11/22/1964 22:00
955,Mokena,,LIGHT,IL,1/1/1965 17:00
956,Conway,,LIGHT,AR,1/1/1965 20:00
957,St. Ansgar,,FIREBALL,IA,1/1/1965 20:00
958,Indianapolis,,CIRCLE,IN,2/1/1965 7:30
959,Seattle,,SPHERE,WA,2/2/1965 6:00
960,Chicago,,OVAL,IL,2/15/1965 17:00
961,Metairie,,CIRCLE,LA,2/16/1965 21:00
962,Jonesboro,BLUE,DISK,GA,3/15/1965 14:00
963,Waterville,,EGG,ME,3/15/1965 17:00
964,Austin,,,TX,4/1/1965 5:30
965,Schertz,,DISK,TX,4/1/1965 15:30
966,Nesquehoning,,TRIANGLE,PA,4/1/1965 22:30
967,Daytona Beach,,CIGAR,FL,4/14/1965 23:00
968,Tampa,,DISK,FL,4/15/1965 12:00
969,Orlando,,DISK,FL,4/20/1965 19:00
970,Newtown Square,,TRIANGLE,PA,4/28/1965 0:00
971,Guernsey,,SPHERE,WY,5/1/1965 13:00
972,York County,,OVAL,PA,5/1/1965 15:30
973,Appelton,,DISK,WI,5/1/1965 16:30
974,St. Louis County,,CIGAR,MO,5/5/1965 5:35
975,Scotland,,OTHER,AR,5/5/1965 17:00
976,Massapequa Park,,OVAL,NY,5/12/1965 21:00
977,Burlington,,DISK,WA,5/15/1965 7:30
978,Gadsden,,SPHERE,AL,5/15/1965 14:00
979,La Mesa,,DISK,CA,5/15/1965 15:00
980,Shasta Lake,,DISK,CA,5/31/1965 13:00
981,Norman,,DISK,OK,6/1/1965 0:00
982,St. Louis,,SPHERE,MO,6/1/1965 1:00
983,Deming,,DISK,NM,6/1/1965 5:00
984,Laconia,ORANGE,CYLINDER,NH,6/1/1965 9:00
985,Marathon,,DISK,WI,6/1/1965 11:00
986,Knobnoster,,OVAL,MO,6/1/1965 12:00
987,Long Beach,,CYLINDER,CA,6/1/1965 13:00
988,Scottsville,,LIGHT,KY,6/1/1965 13:00
