city,country,2017,2018,2019,2020,2021,2022,2023
Brampton,Canada,7.6,7.5,6.7,6.8,7.4,7.4,7.4
Brantford,Canada,7.4,7.8,7.1,7.1,8.0,7.4,7.4
Brazeau,Canada,0,0,0,0,10.5,7.9,7.8
Brooks,Canada,0,0,0,0,8.8,6.2,6.2
Brossard,Canada,0,0,0,0,7.6,7.4,7.4
Bruderheim,Canada,7.0,10.7,7.7,6.1,8.4,7.4,7.4
Burin,Canada,0,0,3.8,4.6,4.9,5.8,5.9
Burlington,Canada,7.4,7.5,6.8,7.4,9.6,8.4,8.4
Burnaby,Canada,0,0,4.9,6.6,5.4,6.8,6.8
Burns Lake,Canada,0,0,10.9,7.5,7.4,7.6,7.2
Cabano,Canada,0,0,0,0,5.1,3.8,3.9
Cache Creek,Canada,0,0,0,0,4.5,6.2,6.1
Calgary,Canada,7.5,10.9,6.9,5.9,8.4,6.3,6.3
Campbell River,Canada,0,0,0,8.7,6.7,6.3,7.1
Camrose,Canada,0,0,0,0,10.6,7.9,7.8
Canmore,Canada,0,0,0,0,13.8,6.5,6.4
Capital Regional District,Canada,0,0,0,0,8.6,10.1,10.1
Cardston,Canada,0,0,0,0,15.1,7.2,6.9
Carrot Creek,Canada,0,0,0,0,7.1,8.3,8.3
Castlegar,Canada,0,0,0,10.8,21.1,10.2,10.2
Chambord,Canada,0,0,0,0,5.9,4.7,4.8
Champlain,Canada,0,0,6.9,7.4,7.5,7.4,7.2
Chard,Canada,0,0,6.2,5.4,7.4,7.5,7.5
Charette,Canada,0,0,0,0,6.9,6.3,6.3
Charlie Lake,Canada,0,0,0,4.4,4.0,5.7,5.7
Charlotte County,Canada,0,0,0,0,9.8,9.4,9.4
Charlottetown,Canada,9.9,9.7,8.1,6.4,4.7,4.3,4.2
Chatham-Kent,Canada,0,0,6.9,7.1,7.7,7.2,7.2
Chemainus,Canada,0,0,9.1,9.5,8.2,9.3,9.4
Chetwynd,Canada,0,0,0,0,4.5,6.7,7.0
Chilliwack,Canada,0,0,6.6,6.0,7.6,12.3,12.2
Chomedey,Canada,0,0,0,0,7.9,7.3,7.3
Clairmont,Canada,0,0,9.1,5.2,6.8,5.4,5.3
Clearwater,Canada,0,0,13.9,15.5,21.3,18.1,18.1
Cobble Hill,Canada,0,0,9.2,8.2,6.6,8.1,8.0
Cold Lake,Canada,0,0,4.4,4.9,8.1,7.1,7.1
Cold Lake South,Canada,0,0,0,0,9.1,6.4,6.4
Coldstream,Canada,0,0,0,0,17.1,9.1,9.1
Conklin,Canada,0,0,5.7,4.6,6.5,6.3,6.3
Cookshire-Eaton,Canada,0,0,0,0,5.2,4.5,4.4
Coquitlam,Canada,0,0,0,0,6.2,7.0,6.9
Corner Brook,Canada,0,0,6.1,0,4.4,3.7,3.7
Cornwall,Canada,6.2,6.4,5.8,6.2,6.9,6.7,6.6
Courtenay,Canada,0,0,8.6,9.2,7.6,8.0,8.0
Cranbrook,Canada,0,0,8.9,9.7,12.9,8.0,8.4
Creston,Canada,0,0,0,0,9.8,13.7,12.5
Crofton,Canada,0,0,0,7.7,4.8,5.3,5.1
Delta,Canada,0,0,5.0,5.0,4.1,4.2,4.2
Deschambault,Canada,0,0,0,0,5.7,5.7,5.7
Devon,Canada,0,0,0,0,9.3,6.1,5.3
Didsbury,Canada,0,0,8.1,0,12.0,6.4,6.3
Dieppe,Canada,0,0,0,0,7.0,5.0,5.0
Ditton,Canada,0,0,0,0,4.5,4.3,4.4
Drayton Valley,Canada,0,0,7.5,5.6,8.0,6.7,6.7
Duncan,Canada,0,0,8.5,8.2,6.8,8.8,8.8
East Angus,Canada,0,0,0,0,6.6,4.7,4.7
Edmonton,Canada,8.2,10.5,7.4,6.5,9.5,8.7,8.6
Edmundston,Canada,0,0,0,5.9,7.6,6.8,6.9
Edson,Canada,0,0,0,0,5.6,5.4,5.4
Elkford,Canada,0,0,0,0,0,5.7,5.7
Fort Chipewyan,Canada,3.6,4.9,5.6,3.8,4.4,4.9,4.9
Fort Mackay,Canada,0,0,7.0,5.3,7.1,7.9,7.9
Fort Macleod,Canada,0,0,0,0,13.5,5.0,5.7
Fort McMurray,Canada,0,0,6.4,5.4,7.0,7.5,7.4
Fort Mckay,Canada,0,0,0,0,5.6,6.3,6.3
Fort Nelson,Canada,0,0,0,0,4.9,3.3,3.2
Fort Saskatchewan,Canada,7.9,11.6,7.5,5.8,8.2,7.4,7.4
Fort St. John,Canada,0,0,0,4.7,5.8,6.3,6.3
Fredericton,Canada,0,0,0,5.8,5.9,5.2,5.2
Fruitvale,Canada,0,0,0,0,14.4,10.4,10.8
Gabriola,Canada,0,0,5.3,6.5,4.7,5.7,5.7
Gatineau,Canada,0,0,7.8,8.0,9.9,7.1,7.2
Gibbons,Canada,0,0,8.7,7.7,9.5,9.6,9.6
Gibsons,Canada,9.6,9.5,6.2,7.0,5.3,6.4,6.4
Golden,Canada,0,0,0,11.5,22.2,13.8,13.9
Grand Falls-Windsor,Canada,0,0,3.6,0,4.4,4.4,4.4
Grand Forks,Canada,0,0,10.6,12.2,9.7,9.1,9.3
Grande Cache,Canada,0,0,0,0,12.3,4.8,4.4
Grande Prairie,Canada,0,0,7.6,5.6,6.7,5.2,5.3
Greater Sudbury,Canada,0,0,5.1,5.2,5.9,5.4,5.4
Guelph,Canada,7.3,8.1,7.1,7.3,8.0,7.3,7.3
Haines Junction,Canada,0,0,0,0,6.9,4.4,5.3
Halifax,Canada,0,0,0,5.4,5.7,4.5,4.5
Hamilton,Canada,8.3,8.9,10.1,9.4,11.0,8.3,8.3
Hanna,Canada,0,0,0,0,6.6,6.3,6.4
Hazelton,Canada,0,0,13.5,10.7,9.9,8.3,8.3
Headingley,Canada,0,0,0,0,0,5.4,5.4
High Level,Canada,0,0,0,0,8.1,5.2,5.2
Hilaire,Canada,0,0,0,0,4.2,4.5,4.4
Hinton,Canada,0,0,8.0,6.6,10.1,7.8,7.7
Honeymoon Bay,Canada,0,0,4.1,0,4.3,4.0,3.9
Hope,Canada,0,0,5.0,5.3,6.1,9.7,9.6
Houston,Canada,0,0,12.8,8.4,10.1,9.7,9.7
Hull (Ile),Canada,0,0,0,0,7.7,6.8,6.8
Huntingdon,Canada,0,0,0,0,6.7,5.7,5.7
Indian Head,Canada,0,0,0,0,10.5,5.8,5.8
Inuvik,Canada,0,0,4.7,4.7,4.7,4.9,5.0
James River Bridge,Canada,0,0,5.7,5.2,6.6,4.9,4.9
Jonquiere,Canada,0,0,0,0,6.3,5.3,5.5
Kamloops,Canada,0,0,6.3,5.8,16.1,7.7,7.7
Kelowna,Canada,0,0,7.1,7.7,16.7,7.7,7.7
Kelowna College,Canada,0,0,0,0,8.4,5.9,6.1
Kentville,Canada,0,0,0,0,5.2,2.4,2.2
Kingston,Canada,5.6,5.7,5.55,4.9,6.0,5.25,5.25
Kirkland Lake,Canada,0,0,0,0,9.3,6.0,5.9
Kitchener,Canada,7.3,7.5,6.8,6.9,8.4,8.1,8.1
Kitimat,Canada,4.6,5.4,5.2,4.6,3.9,4.0,4.0
Kitimat-Stikine,Canada,0,0,0,4.3,3.5,3.9,3.6
La Peche,Canada,0,0,0,0,5.5,5.8,5.8
Labrador City,Canada,0,0,3.1,0,3.3,3.5,3.6
Lac La Biche,Canada,0,0,0,0,8.2,6.0,6.1
Ladysmith,Canada,0,0,6.7,7.3,5.7,6.8,7.0
Lake Cowichan,Canada,0,0,8.2,0,10.9,8.8,8.8
Lake of Bays,Canada,0,0,4.5,4.6,5.1,4.7,4.6
Langley City,Canada,0,0,6.1,5.6,4.6,4.7,4.7
Lasqueti Island,Canada,0,0,0,0,5.0,4.4,4.1
Laval,Canada,0,0,9.4,10.1,10.6,8.5,8.6
Leduc,Canada,0,0,0,0,12.9,7.9,7.9
Lethbridge,Canada,7.7,9.9,6.5,6.8,7.6,7.3,7.2
Levis,Canada,0,0,0,0,8.2,7.8,7.7
Logan Lake,Canada,0,0,0,0,21.1,5.0,5.1
London,Canada,7.1,7.3,6.4,6.7,10.3,8.2,8.2
Loon Lake,Canada,0,0,4.6,4.4,4.7,4.5,4.5
Lumby,Canada,0,0,0,0,25.9,12.3,14.0
Lytton,Canada,0,0,0,0,11.4,9.4,9.4
Madeira Park,Canada,0,0,8.5,8.4,7.9,9.0,8.7
Malartic,Canada,0,0,0,0,6.0,4.2,4.3
Maple Ridge,Canada,0,0,0,0,8.7,09.05,8.5
Markham,Canada,0,0,0,0,11.7,11.2,11.2
Meadow Lake,Canada,0,0,0,0,15.8,8.0,8.2
Medicine Hat,Canada,5.9,7.1,5.0,5.2,6.6,5.1,5.1
Medicine Hat - Crescent Hts,Canada,0,0,0,0,11.6,6.4,6.4
Mission,Canada,0,0,6.4,7.3,6.0,7.3,7.2
Mississauga,Canada,7.2,7.4,6.9,6.9,9.7,8.3,8.3
Mistissini,Canada,0,0,0,0,5.2,3.4,3.4
Moncton,Canada,4.2,3.8,4.7,5.6,5.7,5.9,5.9
Mont-Laurier,Canada,0,0,0,0,6.3,4.6,4.6
Mont-Royal,Canada,0,0,13.0,10.5,11.7,9.2,9.2
Mont-saint-michel,Canada,0,0,0,0,6.3,4.8,4.8
Montreal,Canada,6.8,7.0,10.0,9.5,10.4,7.9,7.9
Mount Pearl,Canada,5.0,5.4,4.5,5.2,4.9,4.6,4.6
Municipal District of Bighorn No 8,Canada,0,0,0,0,17.3,6.4,6.2
N.-d.-du-rosaire,Canada,0,0,0,0,5.6,4.5,4.5
Nakusp,Canada,0,0,0,0,16.2,12.3,11.6
Nanaimo,Canada,0,0,6.0,6.7,5.6,5.8,5.8
Nelson Kutenai Place,Canada,0,0,0,0,16.5,10.2,10.1
New Westminster,Canada,0,0,7.3,8.3,6.2,7.5,7.4
New-Richmond,Canada,0,0,0,0,5.1,5.4,5.3
Newmarket,Canada,6.4,6.4,6.3,6.2,6.6,6.4,6.4
Norman Wells,Canada,0,0,5.7,4.4,5.5,6.7,6.5
North Bay,Canada,4.7,5.6,4.6,4.7,5.7,5.2,5.2
North Saanich,Canada,0,0,0,0,6.8,8.3,8.1
North Vancouver,Canada,0,0,4.8,6.2,4.9,6.8,6.8
Oak Bay,Canada,0,0,0,0,6.3,7.0,7.0
Oakville,Canada,7.3,7.5,6.9,6.3,7.2,6.8,6.8
Okanagan,Canada,0,0,0,0,23.6,9.7,9.3
Okotoks,Canada,0,0,0,0,15.9,7.5,7.6
Oshawa,Canada,6.6,6.6,6.2,6.5,6.5,6.0,6.0
Ottawa,Canada,6.0,6.0,7.3,7.3,8.2,6.8,6.8
Otterburn Park,Canada,0,0,0,0,10.5,8.3,8.3
Outlook,Canada,0,0,0,0,8.5,5.9,5.9
Parc Cambron,Canada,0,0,0,0,8.1,5.0,5.1
Parc Tremblay,Canada,0,0,0,0,7.2,6.2,6.1
Parksville,Canada,0,0,9.0,9.0,6.8,7.8,7.8
Parry Sound,Canada,4.8,5.2,4.4,4.9,5.4,4.9,4.9
Patricia Mcinnes,Canada,0,0,0,0,5.3,5.9,5.9
Peace River,Canada,0,0,0,0,6.3,7.1,7.2
Penticton,Canada,0,0,0,0,7.9,7.7,7.6
Peterborough,Canada,6.0,6.4,6.1,6.3,7.7,7.0,7.0
Pictou,Canada,0,0,4.9,4.5,4.9,4.5,4.5
Pitt Meadows,Canada,0,0,5.5,0,4.5,4.7,5.0
Pomonca,Canada,0,0,0,0,3.8,4.7,4.7
Port Alberni,Canada,0,0,0,8.0,7.9,8.5,8.5
Port Hawkesbury,Canada,5.7,5.5,5.3,5.0,5.4,5.2,5.2
Powell River,Canada,3.6,4.6,4.9,4.9,4.2,4.0,4.0
Prince Albert,Canada,0,0,0,7.4,10.9,5.9,5.7
Prince George,Canada,9.1,15.4,9.0,5.8,7.4,6.7,6.7
Prince Rupert,Canada,0,0,0,0,3.0,2.6,2.6
Qualicum Beach,Canada,0,0,10.0,12.6,10.4,10.1,10.2
Quebec,Canada,9.0,8.9,8.3,9.9,8.5,6.2,6.2
Queens County,Canada,0,0,0,0,6.7,4.7,4.7
Quesnel Senior Secondary,Canada,0,0,0,0,8.3,7.9,7.9
Red Deer,Canada,7.0,9.7,6.3,4.8,6.1,5.9,5.7
Redwater,Canada,0,0,7.9,5.5,8.5,7.6,7.6
Regina,Canada,0,0,8.4,7.8,9.3,6.2,6.1
Revelstoke,Canada,0,0,0,0,18.2,9.4,9.6
Richibucto,Canada,0,0,0,0,6.9,5.5,5.4
Richmond,Canada,0,0,5.6,6.8,4.9,5.4,5.4
Rimouski,Canada,0,0,0,0,8.2,5.6,5.6
Riviere-du-Loup,Canada,0,0,0,0,5.1,3.8,3.8
Roberts Creek,Canada,0,0,4.7,6.1,4.8,5.6,5.5
Rossland,Canada,0,0,0,0,27.8,8.8,8.8
Rouyn-Noranda,Canada,0,0,0,0,6.8,5.9,5.9
Saguenay,Canada,0,0,0,0,6.6,5.6,5.8
Saint John,Canada,6.4,5.5,5.1,5.2,5.3,5.2,5.2
Saint Lina,Canada,0,0,5.3,5.0,6.3,4.8,4.8
Saint Peters Bay,Canada,0,0,4.5,4.5,4.2,4.2,4.2
Saint-Bruno-de-Montarville,Canada,0,0,0,0,10.6,9.1,9.1
Saint-Faustin-Lac-Carré,Canada,0,0,5.1,4.9,6.3,5.7,5.7
Saint-Georges,Canada,0,0,0,0,6.3,4.9,4.9
Saint-Jacques-le-Mineur,Canada,0,0,0,0,5.7,6.8,6.8
Saint-Michel-des-Saints,Canada,0,0,0,0,6.9,6.1,6.1
Saint-Zéphirin-de-Courval,Canada,0,0,6.7,6.1,6.5,5.7,5.7
Sainte-Anne-de-Bellevue,Canada,6.3,6.3,8.2,8.5,9.2,7.1,7.2
Salmon Arm,Canada,0,0,0,0,37.4,9.5,9.5
Sarnia,Canada,7.2,7.5,7.2,7.2,7.9,7.4,7.4
Saskatoon,Canada,0,0,8.2,0,10.4,7.8,7.8
Sault Ste. Marie,Canada,5.1,5.6,4.8,4.6,9.3,7.0,7.1
Savona,Canada,0,0,7.5,7.2,26.4,8.9,8.8
Schefferville,Canada,0,0,0,0,2.2,2.2,2.2
Scotch Creek,Canada,0,0,8.5,9.4,20.1,8.1,8.0
Sechelt,Canada,0,0,6.0,7.3,5.1,5.6,5.6
Senneterre,Canada,0,0,0,0,6.1,4.2,4.3
Shawinigan,Canada,0,0,0,0,7.5,6.7,6.7
Shediac,Canada,0,0,0,0,7.1,4.8,4.8
Sherwood Park,Canada,0,0,8.0,6.3,8.5,7.1,7.1
Sicamous,Canada,0,0,0,0,8.3,11.2,10.8
Smithers,Canada,0,0,11.6,7.4,7.0,7.1,7.1
Smithers St Josephs,Canada,0,0,0,0,9.9,10.9,11.1
Smoky Lake,Canada,0,0,0,0,12.7,7.8,7.9
Sointula,Canada,0,0,7.6,8.1,7.9,6.1,6.1
Sooke,Canada,0,0,8.8,10.6,7.9,7.6,7.6
South Huron,Canada,0,0,5.1,5.4,5.9,5.9,6.0
Sparwood,Canada,0,0,0,0,0,6.2,6.4
Spruce Grove,Canada,0,0,9.8,7.2,9.6,7.3,7.0
Squamish,Canada,0,0,0,5.8,5.4,6.7,6.6
St. Albert,Canada,0,0,6.7,6.7,9.8,8.5,8.5
St. Catharines,Canada,7.3,7.1,6.9,6.6,7.0,5.8,5.8
St. John's,Canada,0,0,5.1,0,5.9,6.6,6.5
Steeper,Canada,0,0,0,0,4.2,2.5,2.6
Stettler,Canada,0,0,0,0,10.4,6.8,6.8
Stony Plain,Canada,0,0,0,0,11.5,7.8,7.7
Sunnybrook,Canada,0,0,6.3,0,6.8,5.6,5.6
Sunshine Coast Regional District,Canada,0,0,0,0,5.2,5.1,5.0
Surrey,Canada,0,0,5.8,6.6,4.9,6.5,6.5
Sydney,Canada,6.5,4.6,4.9,4.8,4.8,4.3,4.3
Taber,Canada,0,0,0,0,14.1,7.6,7.6
Tamarack,Canada,0,0,0,0,8.8,6.6,6.6
Temiscaming,Canada,0,0,0,0,11.0,9.7,10.1
Terrace,Canada,0,0,5.8,4.6,4.1,4.1,4.1
Terrebonne,Canada,0,0,0,0,8.3,8.0,7.9
Thompson-Nicola,Canada,0,0,0,0,5.2,6.1,6.0
Thunder Bay,Canada,5.7,6.1,5.1,5.8,6.6,5.1,5.1
Tingwick,Canada,0,0,0,0,6.9,5.9,5.8
Tiverton,Canada,5.4,5.8,5.4,5.2,5.9,5.1,5.2
Tomahawk,Canada,5.8,8.8,5.8,4.7,6.5,6.3,6.3
Toronto,Canada,7.5,7.8,7.4,7.0,9.3,8.5,8.5
Trail,Canada,0,0,0,0,21.3,10.1,10.1
Trois-Rivieres,Canada,0,0,0,0,8.3,7.4,7.5
Union,Canada,0,0,6.8,6.7,7.4,7.1,7.1
Valemount,Canada,0,0,0,8.5,11.0,10.0,10.0
Vancouver,Canada,6.6,6.3,6.1,8.1,5.8,6.7,6.7
Vancouver BC,Canada,0,0,0,0,0,7.6,7.0
Vanderhoof,Canada,0,0,0,9.5,8.6,8.8,8.8
Vernon,Canada,0,0,9.1,7.8,18.6,9.3,9.3
Victoria,Canada,7.4,9.1,7.1,6.2,5.6,6.6,6.6
Victoria Topaz,Canada,0,0,0,0,0,8.2,7.7
Vulcan,Canada,0,0,0,0,12.3,8.1,9.1
Wabasca-Desmarais,Canada,0,0,0,0,7.6,5.6,5.5
Wainwright,Canada,0,0,0,0,12.2,8.1,8.0
Wakefield,Canada,0,0,0,0,6.2,5.5,5.5
Wellington,Canada,7.0,3.4,4.4,4.5,4.5,4.3,4.3
Wellington County,Canada,0,0,0,0,13.1,9.6,9.6
West End,Canada,0,0,0,0,6.2,8.9,8.9
West Vancouver,Canada,0,0,4.4,6.4,4.6,6.7,6.7
Whistler,Canada,0,0,6.2,6.8,5.5,6.0,5.8
White Rock,Canada,0,0,0,0,5.7,7.6,7.7
Whitehorse,Canada,0,0,0,0,6.8,3.7,3.7
Wild Rose,Canada,0,0,0,0,15.0,6.2,6.1
Williams Lake,Canada,0,0,8.2,5.7,7.9,6.5,6.5
Windsor,Canada,8.0,8.6,8.2,8.1,9.0,8.5,8.5
Winnipeg,Canada,0,7.0,5.5,5.7,9.6,5.0,5.0
Wolfville,Canada,0,0,6.7,5.1,5.5,5.1,5.2
Wood Buffalo,Canada,0,0,0,0,0,5.6,5.6
Woodstock,Canada,0,0,0,0,12.1,11.9,11.9
Yellowknife,Canada,0,0,4.9,4.4,4.6,5.3,5.3
Yorkton,Canada,0,0,0,0,13.2,5.8,5.8
N'Djamena,Chad,0,0,0,0,77.6,89.7,91.1
Alto Hospicio,Chile,12.7,10.5,11.9,10.2,11.7,13.0,13.0
Antofagasta,Chile,10.6,9.1,12.2,9.4,10.7,10.6,10.6
Arica,Chile,12.0,12.5,10.8,11.8,11.5,11.9,11.8
Calama,Chile,9.8,13.9,6.4,6.6,6.5,6.8,6.8
Chiguayante,Chile,16.1,17.0,19.8,14.9,15.9,14.6,14.7
Chillan,Chile,27.7,21.5,20.4,16.0,22.7,19.1,19.1
Concepcion,Chile,0,19.6,14.9,13.0,17.7,20.6,20.5
Concon,Chile,0,0,14.1,12.4,14.4,14.2,14.1
Copiapo,Chile,16.7,13.8,12.4,11.5,12.0,10.1,10.0
Coquimbo,Chile,17.1,12.8,12.0,10.6,12.2,10.5,10.5
Coronel,Chile,22.9,19.0,11.8,20.7,33.3,24.7,24.6
Coyhaique,Chile,39.3,34.2,41.5,33.3,36.1,37.7,37.6
Cuncumen,Chile,0,0,0,5.6,5.4,5.6,5.6
Curacavi,Chile,0,0,0,0,7.1,14.0,13.4
Curanilahue,Chile,0,0,21.6,15.4,16.1,15.3,15.8
Curico,Chile,23.0,16.8,25.8,19.0,19.0,17.1,17.6
El Bosque,Chile,0,0,0,0,0,28.3,28.3
Huasco,Chile,12.3,11.5,10.3,10.3,11.5,9.3,9.3
La Greda,Chile,0,0,15.6,14.5,16.5,15.3,15.4
La Reina,Chile,0,0,0,0,0,27.2,26.8
La Serena,Chile,13.9,14.5,13.6,10.2,11.4,14.3,14.3
La Union,Chile,0,0,24.3,17.3,16.7,16.9,18.0
Las Condes,Chile,0,0,19.9,15.4,18.0,21.6,21.6
Linares,Chile,27.1,25.5,27.6,18.7,17.9,17.5,18.5
Llaillay,Chile,0,0,0,0,20.9,29.0,28.8
Lo Barnechea,Chile,0,0,0,0,0,24.4,24.4
Los Angeles,Chile,24.1,21.6,21.7,17.0,17.3,16.0,16.1
Los Maitenes,Chile,0,0,13.2,11.1,12.2,11.4,11.4
Nacimiento,Chile,0,0,0,27.3,26.2,22.4,22.7
Osorno,Chile,30.8,38.2,32.8,19.2,17.9,17.1,18.7
Padre las Casas,Chile,38.8,43.3,32.5,28.6,37.2,33.8,33.7
Placilla,Chile,0,0,0,0,18.0,18.9,18.3
Providencia,Chile,0,0,0,0,0,28.2,26.8
Puchuncavi,Chile,13.7,14.8,15.9,14.0,15.4,15.2,15.2
Puente Alto,Chile,0,0,23.5,20.6,22.7,19.7,19.7
Puerto Aysen,Chile,0,0,22.0,17.6,17.4,18.7,19.3
Puerto Montt,Chile,29.6,22.6,26.4,18.9,16.6,17.9,18.2
Puerto Varas,Chile,0,0,0,0,18.2,20.3,21.2
Punta Arenas,Chile,5.5,4.5,4.7,4.7,4.3,4.0,4.0
Quilicura,Chile,0,0,25.3,22.3,25.5,24.5,24.5
Quillota,Chile,0,0,0,0,18.9,17.7,17.7
Quilpue,Chile,0,0,0,0,0,39.1,40.1
Quintero,Chile,0,0,14.8,16.0,16.3,14.1,14.0
Rancagua,Chile,23.3,22.9,26.9,23.8,25.4,25.4,25.4
Rengo,Chile,16.3,18.9,24.1,18.8,16.8,18.8,19.1
San Fernando,Chile,18.1,15.3,21.0,17.7,21.5,20.5,20.7
Santiago,Chile,23.1,29.4,27.7,23.6,25.8,25.8,25.8
Talagante,Chile,0,0,22.7,0,29.4,27.0,26.9
Talca,Chile,14.3,13.7,17.6,14.6,17.2,15.9,15.9
Talcahuano,Chile,21.3,15.7,21.4,19.0,20.1,19.6,19.5
Temuco,Chile,28.7,30.4,20.2,20.6,32.7,26.3,26.2
Tocopilla,Chile,0,0,0,0,10.7,9.3,9.5
Tome,Chile,14.8,20.9,15.7,11.5,13.8,13.2,13.3
Traiguen,Chile,0,0,0,0,30.1,30.1,30.1
Valdivia,Chile,33.5,33.3,14.5,13.5,12.7,14.9,14.8
Valparaiso,Chile,13.8,13.4,14.4,12.9,14.2,17.7,17.6
Villa Alemana,Chile,0,0,0,0,14.2,33.0,30.8
Vina del Mar,Chile,9.6,11.9,13.8,12.1,14.3,16.2,16.1
Vitacura,Chile,0,0,0,0,0,24.8,26.6
Aba,China,9.1,11.3,14.7,14.3,15.0,11.8,11.8
Aksu,China,69.8,74.1,54.0,58.4,51.2,55.5,55.5
Altay,China,12.6,9.3,9.9,11.1,9.9,8.5,8.5
Alxa League,China,33.9,35.4,25.9,24.9,28.2,25.6,25.5
Anjiang,China,0,0,0,0,40.6,33.1,33.3
Ankang,China,38.0,36.3,34.0,25.6,23.6,24.4,24.4
Anqing,China,56.6,45.4,45.5,34.9,32.7,34.2,33.8
Anshan,China,43.8,34.9,39.2,40.7,36.2,30.0,30.0
Anshun,China,23.6,26.0,22.5,21.6,23.6,21.3,21.3
Anyang,China,81.1,72.9,70.3,61.5,50.8,51.0,50.9
Babu,China,0,0,0,0,27.3,28.9,28.6
Baicheng,China,31.6,28.3,26.5,24.2,24.0,21.1,21.2
Baijiantan,China,0,0,0,0,18.8,24.7,25.2
Baise,China,42.3,35.7,29.3,27.4,29.4,28.2,28.2
Baishan,China,44.1,31.5,29.8,27.7,25.8,23.1,23.2
Baiyin,China,37.3,37.7,31.1,28.7,31.8,29.2,29.1
Baoding,China,92.7,70.7,57.7,52.2,45.4,42.4,42.4
Baoji,China,54.8,49.9,49.8,43.8,38.0,42.2,42.4
Baoshan,China,24.4,21.7,20.5,19.0,24.3,13.0,13.0
Baotou,China,43.3,36.8,36.1,41.4,35.1,27.0,26.9
Bayan Nur,China,34.2,33.5,32.2,34.2,27.1,30.4,30.3
Bazhong,China,32.0,30.8,30.3,26.8,27.3,26.9,26.9
Beibei,China,0,0,28.7,26.8,30.1,27.0,27.1
Beihai,China,28.5,27.6,26.9,23.1,24.5,23.1,23.0
Beijing,China,58.8,50.9,42.1,37.5,34.4,29.8,29.8
Bengbu,China,59.3,52.8,51.3,44.5,39.3,38.0,38.0
Benxi,China,38.3,31.6,35.1,33.8,28.8,28.1,28.2
Bijie,China,32.7,32.0,26.4,24.0,24.1,23.3,23.3
Binzhou,China,66.8,55.8,53.6,49.0,42.6,38.9,39.0
Bortala,China,32.6,27.9,22.7,22.3,22.8,26.1,26.2
Boshan,China,0,0,0,0,37.4,37.9,38.1
Botou,China,0,0,0,0,37.3,36.5,35.8
Bozhou,China,63.3,57.5,54.0,48.3,39.5,41.2,41.2
Caidian,China,0,0,0,0,40.3,42.7,43.2
Cangzhou,China,88.7,65.2,53.0,52.0,42.1,35.7,35.7
Changchun,China,44.5,32.2,36.7,40.4,31.2,28.0,28.1
Changde,China,51.5,42.3,47.5,40.7,40.0,39.0,39.2
Changdu,China,0,16.3,11.6,0,7.7,7.5,7.5
Changji,China,57.6,55.0,48.2,53.5,49.8,51.5,52.1
Changleng,China,0,0,0,0,25.3,23.5,23.6
Changli,China,0,0,0,0,36.2,32.6,31.9
Changqing,China,0,0,0,0,37.6,39.1,39.2
Changsha,China,51.4,45.8,46.8,41.0,43.0,37.1,37.1
Changzhi,China,62.3,53.2,47.5,45.5,39.2,37.9,37.8
Changzhou,China,46.8,50.3,44.7,38.7,36.0,33.1,33.1
Changzhou Qu,China,45.4,40.9,33.4,30.5,30.1,29.1,29.1
Chaoyang,China,40.6,38.2,36.0,35.6,31.8,26.4,26.4
Chaozhou,China,29.9,28.3,28.5,24.3,23.7,20.6,20.5
Chengde,China,55.0,39.6,30.0,28.6,29.4,23.2,23.2
Chengdu,China,55.4,48.8,42.4,40.5,40.3,38.3,38.3
Chengyang,China,0,0,0,0,13.4,13.5,13.5
Chengzihe,China,0,0,0,0,35.1,31.5,31.7
Chenzhou,China,36.5,28.9,30.2,27.9,27.3,24.6,24.7
Chifeng,China,31.3,28.4,21.7,19.8,18.5,15.4,15.4
Chizhou,China,60.4,43.7,42.4,33.6,30.6,32.8,32.8
Chongqing,China,43.9,37.3,37.1,31.7,31.0,26.0,26.0
Chongzuo,China,32.1,30.8,29.1,25.6,30.4,25.0,25.0
Chuxiong,China,22.5,24.3,20.9,17.8,20.8,18.3,18.2
Chuzhou,China,55.2,49.7,48.4,39.3,33.8,30.8,30.8
Da hinggan Ling,China,17.8,17.8,19.9,14.3,14.0,12.6,12.7
Dali,China,23.3,16.0,16.8,15.6,17.1,12.5,12.5
Dalian,China,32.9,29.3,34.3,30.2,27.7,23.6,23.6
Daliang,China,0,0,0,0,20.2,19.0,19.0
Dandong,China,34.6,29.1,32.0,28.7,27.9,23.2,23.3
Danshui,China,0,0,0,0,16.9,16.8,16.8
Danzhou,China,21.0,17.2,15.8,0,13.9,13.3,13.2
Daqing,China,32.8,26.5,27.2,26.6,24.9,23.9,24.0
Dasha,China,0,0,0,0,21.7,22.8,22.8
Dashiqiao,China,0,0,0,0,35.0,32.9,32.9
Datong,China,38.4,36.6,32.3,31.2,35.1,32.25,32.25
Dawukou,China,0,0,0,0,36.7,33.5,33.5
Dazhou,China,48.6,44.7,45.3,37.6,37.4,30.2,30.2
Dehong,China,29.7,33.7,23.2,19.1,25.7,23.5,23.6
Deqing,China,0,0,0,0,25.1,26.9,26.8
Deyang,China,51.2,41.1,39.9,37.1,37.7,35.0,35.0
Dezhou,China,68.5,54.8,53.4,50.1,44.1,40.7,40.7
Dingtao,China,0,0,0,0,41.3,45.2,45.3
