Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Scientist,Full-Time,Senior,Expert,244000,United States Dollar,Canada,244000,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,157000,United States Dollar,Canada,157000,Canada,Medium,2023
Research Scientist,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,90600,United States Dollar,United States,90600,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023
Data Engineer,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023
Principal Machine Learning Engineer,Full-Time,Senior,Expert,160000,United States Dollar,India,160000,India,Large,2023
Principal Data Engineer,Full-Time,Senior,Expert,85000,Euro,Spain,91773,Spain,Medium,2023
Data Analyst,Full-Time,Senior,Expert,120350,United States Dollar,United States,120350,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,74400,United States Dollar,United States,74400,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,315300,United States Dollar,United States,315300,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,210200,United States Dollar,United States,210200,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,Intermediate,177000,United States Dollar,United States,177000,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,110000,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Large,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,79600,United States Dollar,United States,79600,United States,Large,2023
Data Analyst,Full-Time,Mid,Intermediate,65000,United States Dollar,United States,65000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,55000,United States Dollar,United States,55000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,160000,United States Dollar,United States,160000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,183200,United States Dollar,United States,183200,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,122200,United States Dollar,United States,122200,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2023
AI Research Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,150000,Tunisia,Medium,2023
Data Scientist,Full-Time,Senior,Expert,131000,United States Dollar,United States,131000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,101000,United States Dollar,United States,101000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,171050,United States Dollar,United States,171050,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,124400,United States Dollar,United States,124400,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,187000,United States Dollar,United States,187000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,128000,United States Dollar,United States,128000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,138000,United States Dollar,United States,138000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,92000,United States Dollar,United States,92000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,160000,United States Dollar,United States,160000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,138000,United States Dollar,United Kingdom,138000,United Kingdom,Medium,2023
Data Architect,Full-Time,Senior,Expert,92000,United States Dollar,United Kingdom,92000,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,140000,United States Dollar,United States,140000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,241300,United States Dollar,United States,241300,United States,Large,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,124100,United States Dollar,United States,124100,United States,Large,2023
Data Science Manager,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,152000,United States Dollar,United States,152000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,288000,United States Dollar,United States,288000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,160000,United States Dollar,United States,160000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,93918,United States Dollar,United States,93918,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,51962,United States Dollar,United States,51962,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,100000,Euro,Germany,107968,Germany,Medium,2023
Data Engineer,Full-Time,Senior,Expert,83913,Euro,Germany,90599,Germany,Medium,2023
Data Scientist,Full-Time,Senior,Expert,189750,United States Dollar,United States,189750,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,359170,United States Dollar,United States,359170,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,252000,United States Dollar,United States,252000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,111024,Canadian Dollar,Canada,82254,Canada,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,83280,Canadian Dollar,Canada,61699,Canada,Large,2023
Business Intelligence Engineer,Full-Time,Executive,Director,247500,United States Dollar,United States,247500,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Executive,Director,172200,United States Dollar,United States,172200,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Mid,Intermediate,87500,United States Dollar,United States,87500,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Mid,Intermediate,62500,United States Dollar,United States,62500,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,146000,United States Dollar,Canada,146000,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,108000,United States Dollar,Canada,108000,Canada,Medium,2023
Research Engineer,Full-Time,Senior,Expert,273000,United States Dollar,United States,273000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,166500,United States Dollar,United States,166500,United States,Medium,2023
Research Analyst,Full-Time,Entry,Junior,65000,United States Dollar,United States,65000,United States,Medium,2023
Research Analyst,Full-Time,Entry,Junior,45000,United States Dollar,United States,45000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,174000,United States Dollar,United States,174000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,212800,United States Dollar,United States,212800,United States,Large,2023
Research Scientist,Full-Time,Senior,Expert,124100,United States Dollar,United States,124100,United States,Large,2023
Data Scientist,Full-Time,Senior,Expert,189750,United States Dollar,Canada,189750,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,119213,United States Dollar,Canada,119213,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,190000,United States Dollar,Canada,190000,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,140000,United States Dollar,Canada,140000,Canada,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,228830,United States Dollar,United States,228830,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,148590,United States Dollar,United States,148590,United States,Medium,2023
AI Developer,Full-Time,Mid,Intermediate,140000,United States Dollar,United States,140000,United States,Small,2023
Machine Learning Scientist,Full-Time,Senior,Expert,180514,United States Dollar,United Kingdom,180514,United Kingdom,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,108308,United States Dollar,United Kingdom,108308,United Kingdom,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,220000,United States Dollar,United States,220000,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,169000,United States Dollar,United States,169000,United States,Medium,2023
Business Intelligence Analyst,Full-Time,Senior,Expert,110600,United States Dollar,United States,110600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,180514,United States Dollar,United Kingdom,180514,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,108308,United States Dollar,United Kingdom,108308,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,Euro,Spain,77737,Spain,Medium,2023
Data Engineer,Full-Time,Senior,Expert,59565,Euro,Spain,64311,Spain,Medium,2023
Data Engineer,Full-Time,Senior,Expert,121000,United States Dollar,United States,121000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,78000,United States Dollar,United States,78000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,70000,Euro,Italy,75577,Italy,Medium,2023
Data Engineer,Full-Time,Senior,Expert,57826,Euro,Italy,62433,Italy,Medium,2023
Data Scientist,Full-Time,Senior,Expert,238000,United States Dollar,Canada,238000,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,156000,United States Dollar,Canada,156000,Canada,Medium,2023
Data Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,254000,United States Dollar,United States,254000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,233300,United States Dollar,United States,233300,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,155500,United States Dollar,United States,155500,United States,Medium,2023
Power BI Developer,Full-Time,Mid,Intermediate,60000,Euro,Denmark,64781,Poland,Large,2023
Data Analyst,Full-Time,Senior,Expert,94000,United States Dollar,United States,94000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,81900,United States Dollar,United States,81900,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,190000,United States Dollar,United States,190000,United States,Medium,2023
